p,h,output,model
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 2 (containing a avocado tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a flower pot 4 (containing nothing),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a flower pot 5 (containing a avocado tree in the adult stage, soil)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in art studio,1,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in workshop,1,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a crocodile egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a dove egg,you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
You see a book shelf (containing A book (Pride and Prejudice) titled Pride and Prejudice by Jane Austen),you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in hallway,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in art studio,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in bedroom,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in greenhouse,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in living room,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in workshop,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in outside,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in foundry,2,MoritzLaurer/MiniLM-L6-mnli
"You see a book shelf (containing A book (Beowulf) titled Beowulf by Beowulf poet, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle, A book (Sherlock Holmes) titled Sherlock Holmes by Arthur Conan Doyle)",you are in bathroom,2,MoritzLaurer/MiniLM-L6-mnli
